"active","price","created_at","id","name","description","sku"
False,"189.32","2025-03-04 00:15:32.6374+01","652","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0652"
True,"64.14","2025-02-08 00:15:32.6374+01","653","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0653"
True,"39.75","2025-10-27 00:15:32.6374+01","654","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0654"
True,"832.79","2025-11-14 00:15:32.6374+01","655","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0655"
True,"37.52","2024-12-31 00:15:32.6374+01","656","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0656"
False,"364.87","2025-09-20 00:15:32.6374+02","657","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0657"
True,"81.78","2025-06-15 00:15:32.6374+02","658","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0658"
True,"31.64","2025-12-18 00:15:32.6374+01","659","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0659"
True,"557.85","2025-05-31 00:15:32.6374+02","660","Tablet 1","High-quality premium smartphone with latest features.","SKU0660"
True,"37.32","2025-10-02 00:15:32.6374+02","661","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0661"
True,"463.93","2025-12-26 00:15:32.6374+01","662","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0662"
True,"282.94","2025-02-07 00:15:32.6374+01","663","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0663"
True,"21.51","2025-10-21 00:15:32.6374+02","664","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0664"
True,"1356.33","2025-03-08 00:15:32.6374+01","665","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0665"
True,"121.80","2025-11-14 00:15:32.6374+01","666","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0666"
True,"412.27","2025-02-16 00:15:32.6374+01","667","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0667"
True,"291.86","2025-07-28 00:15:32.6374+02","668","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0668"
True,"24.48","2025-08-05 00:15:32.6374+02","669","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0669"
True,"1124.69","2025-06-13 00:15:32.6374+02","670","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0670"
False,"19.83","2025-06-10 00:15:32.6374+02","671","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0671"
True,"434.43","2025-01-24 00:15:32.6374+01","672","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0672"
True,"55.62","2025-11-09 00:15:32.6374+01","673","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0673"
True,"26.54","2025-09-18 00:15:32.6374+02","674","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0674"
True,"211.56","2025-12-08 00:15:32.6374+01","675","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0675"
True,"65.39","2025-05-22 00:15:32.6374+02","676","Hoodie Q5","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0676"
True,"171.79","2025-09-27 00:15:32.6374+02","677","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0677"
True,"243.24","2025-03-28 00:15:32.6374+01","678","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0678"
True,"16.15","2025-09-01 00:15:32.6374+02","679","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0679"
True,"1567.79","2025-01-25 00:15:32.6374+01","680","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0680"
True,"159.99","2025-11-03 00:15:32.6374+01","681","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0681"
True,"488.36","2025-06-28 00:15:32.6374+02","682","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0682"
True,"89.07","2025-12-14 00:15:32.6374+01","683","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0683"
True,"25.88","2025-12-08 00:15:32.6374+01","684","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0684"
True,"192.66","2025-07-15 00:15:32.6374+02","685","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0685"
True,"76.10","2025-01-08 00:15:32.6374+01","686","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0686"
True,"389.03","2025-01-29 00:15:32.6374+01","687","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0687"
True,"277.66","2025-12-03 00:15:32.6374+01","688","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0688"
True,"14.83","2025-09-27 00:15:32.6374+02","689","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0689"
True,"1892.86","2025-02-04 00:15:32.6374+01","690","Headphones 1","High-quality premium smartphone with latest features.","SKU0690"
True,"190.96","2025-10-17 00:15:32.6374+02","691","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0691"
True,"114.20","2025-10-07 00:15:32.6374+02","692","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0692"
True,"51.21","2025-07-27 00:15:32.6374+02","693","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0693"
True,"24.69","2025-08-23 00:15:32.6374+02","694","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0694"
True,"445.72","2025-10-27 00:15:32.6374+01","695","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0695"
True,"146.30","2025-07-29 00:15:32.6374+02","696","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0696"
True,"263.73","2025-11-10 00:15:32.6374+01","697","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0697"
True,"31.36","2025-08-24 00:15:32.6374+02","698","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0698"
True,"35.48","2025-09-06 00:15:32.6374+02","699","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0699"
True,"1710.01","2025-06-08 00:15:32.6374+02","700","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0700"
True,"149.18","2025-05-26 00:15:32.6374+02","701","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0701"
True,"288.70","2025-12-25 00:15:32.6374+01","702","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0702"
True,"75.88","2025-07-08 00:15:32.6374+02","703","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0703"
True,"9.10","2025-06-17 00:15:32.6374+02","704","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0704"
True,"658.44","2025-03-01 00:15:32.6374+01","705","Laptop 6","High-quality premium smartphone with latest features.","SKU0705"
True,"44.29","2025-05-09 00:15:32.6374+02","706","Hoodie G7","Comfortable and stylish fashionable dress for any occasion.","SKU0706"
True,"112.69","2025-09-02 00:15:32.6374+02","707","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0707"
True,"34.16","2025-05-03 00:15:32.6374+02","708","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0708"
True,"34.92","2025-05-21 00:15:32.6374+02","709","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0709"
True,"554.53","2025-01-25 00:15:32.6374+01","710","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0710"
True,"116.86","2025-11-30 00:15:32.6374+01","711","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0711"
True,"333.24","2025-05-22 00:15:32.6374+02","712","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0712"
True,"214.06","2025-04-21 00:15:32.6374+02","713","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0713"
False,"29.01","2025-04-21 00:15:32.6374+02","714","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0714"
True,"904.48","2025-04-23 00:15:32.6374+02","715","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0715"
True,"76.13","2025-04-01 00:15:32.6374+02","716","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0716"
True,"306.50","2025-12-10 00:15:32.6374+01","717","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0717"
False,"42.36","2025-08-11 00:15:32.6374+02","718","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0718"
True,"20.37","2025-09-07 00:15:32.6374+02","719","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0719"
True,"1408.65","2025-03-12 00:15:32.6374+01","720","Smartphone 1","High-quality premium smartphone with latest features.","SKU0720"
True,"149.03","2025-12-10 00:15:32.6374+01","721","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0721"
True,"413.19","2025-04-20 00:15:32.6374+02","722","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0722"
True,"217.05","2025-02-11 00:15:32.6374+01","723","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0723"
True,"24.60","2025-09-29 00:15:32.6374+02","724","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0724"
True,"403.47","2025-12-22 00:15:32.6374+01","725","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0725"
True,"32.30","2025-04-16 00:15:32.6374+02","726","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0726"
True,"141.46","2025-03-23 00:15:32.6374+01","727","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0727"
True,"69.90","2025-09-21 00:15:32.6374+02","728","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0728"
True,"44.15","2025-03-19 00:15:32.6374+01","729","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0729"
True,"1286.49","2025-10-24 00:15:32.6374+02","730","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0730"
False,"161.91","2025-05-11 00:15:32.6374+02","731","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0731"
True,"315.29","2025-01-21 00:15:32.6374+01","732","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0732"
True,"76.32","2025-03-07 00:15:32.6374+01","733","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0733"
True,"25.75","2025-08-13 00:15:32.6374+02","734","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0734"
True,"997.86","2025-03-26 00:15:32.6374+01","735","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0735"
True,"113.01","2025-01-17 00:15:32.6374+01","736","Hoodie Q2","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0736"
True,"345.30","2025-04-08 00:15:32.6374+02","737","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0737"
True,"277.60","2025-10-16 00:15:32.6374+02","738","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0738"
True,"25.28","2025-08-15 00:15:32.6374+02","739","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0739"
True,"606.33","2025-10-13 00:15:32.6374+02","740","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0740"
True,"163.90","2025-05-06 00:15:32.6374+02","741","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0741"
True,"227.06","2025-05-16 00:15:32.6374+02","742","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0742"
True,"297.57","2025-01-03 00:15:32.6374+01","743","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0743"
True,"45.06","2025-12-09 00:15:32.6374+01","744","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0744"
True,"844.26","2025-04-03 00:15:32.6374+02","745","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0745"
True,"59.34","2025-11-26 00:15:32.6374+01","746","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0746"
True,"482.31","2025-10-20 00:15:32.6374+02","747","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0747"
True,"181.65","2025-09-09 00:15:32.6374+02","748","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0748"
True,"28.61","2025-07-16 00:15:32.6374+02","749","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0749"
True,"169.19","2025-07-25 00:15:32.6374+02","750","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0750"
True,"49.50","2025-09-19 00:15:32.6374+02","751","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0751"
True,"33.10","2025-03-13 00:15:32.6374+01","752","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0752"
True,"105.09","2025-01-23 00:15:32.6374+01","753","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0753"
True,"40.58","2025-10-05 00:15:32.6374+02","754","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0754"
True,"753.31","2025-11-29 00:15:32.6374+01","755","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0755"
True,"197.18","2025-02-26 00:15:32.6374+01","756","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0756"
True,"335.51","2025-09-06 00:15:32.6374+02","757","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0757"
True,"87.83","2025-12-18 00:15:32.6374+01","758","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0758"
True,"32.53","2025-11-29 00:15:32.6374+01","759","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0759"
True,"1113.87","2025-02-08 00:15:32.6374+01","760","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0760"
True,"71.31","2025-09-24 00:15:32.6374+02","761","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0761"
True,"337.58","2025-03-17 00:15:32.6374+01","762","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0762"
True,"294.61","2025-04-04 00:15:32.6374+02","763","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0763"
True,"23.19","2025-04-11 00:15:32.6374+02","764","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0764"
True,"1140.87","2025-01-20 00:15:32.6374+01","765","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0765"
True,"183.80","2025-03-14 00:15:32.6374+01","766","Hoodie G4","Comfortable and stylish fashionable dress for any occasion.","SKU0766"
True,"268.80","2025-08-03 00:15:32.6374+02","767","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0767"
True,"181.30","2025-10-30 00:15:32.6374+01","768","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0768"
True,"26.96","2025-02-07 00:15:32.6374+01","769","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0769"
True,"345.89","2025-11-28 00:15:32.6374+01","770","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0770"
True,"121.61","2025-02-13 00:15:32.6374+01","771","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0771"
True,"329.51","2025-04-16 00:15:32.6374+02","772","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0772"
True,"265.18","2025-04-10 00:15:32.6374+02","773","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0773"
True,"45.04","2025-10-28 00:15:32.6374+01","774","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0774"
True,"850.57","2025-11-13 00:15:32.6374+01","775","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0775"
True,"177.00","2025-08-10 00:15:32.6374+02","776","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0776"
True,"153.44","2025-11-10 00:15:32.6374+01","777","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0777"
True,"17.65","2025-01-31 00:15:32.6374+01","778","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0778"
True,"44.78","2025-05-20 00:15:32.6374+02","779","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0779"
True,"1183.38","2025-09-29 00:15:32.6374+02","780","Tablet 1","High-quality premium smartphone with latest features.","SKU0780"
True,"198.18","2025-12-01 00:15:32.6374+01","781","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0781"
True,"263.59","2025-10-25 00:15:32.6374+02","782","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0782"
True,"274.85","2025-09-03 00:15:32.6374+02","783","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0783"
True,"44.93","2025-12-21 00:15:32.6374+01","784","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0784"
True,"1695.69","2025-02-19 00:15:32.6374+01","785","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0785"
True,"173.60","2025-05-21 00:15:32.6374+02","786","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0786"
True,"50.30","2025-06-23 00:15:32.6374+02","787","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0787"
True,"273.43","2025-11-18 00:15:32.6374+01","788","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0788"
True,"17.58","2025-01-05 00:15:32.6374+01","789","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0789"
True,"1357.01","2025-04-24 00:15:32.6374+02","790","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0790"
True,"87.05","2025-06-20 00:15:32.6374+02","791","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0791"
True,"161.10","2025-07-11 00:15:32.6374+02","792","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0792"
True,"207.95","2025-09-16 00:15:32.6374+02","793","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0793"
True,"16.92","2025-11-12 00:15:32.6374+01","794","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0794"
True,"1667.26","2025-03-17 00:15:32.6374+01","795","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0795"
False,"52.80","2025-05-03 00:15:32.6374+02","796","Hoodie Q6","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0796"
True,"331.24","2025-01-09 00:15:32.6374+01","797","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0797"
True,"104.64","2025-01-08 00:15:32.6374+01","798","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0798"
True,"32.67","2025-03-01 00:15:32.6374+01","799","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0799"
True,"1819.77","2025-03-13 00:15:32.6374+01","800","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0800"
True,"174.02","2025-11-19 00:15:32.6374+01","801","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0801"
True,"281.94","2025-11-10 00:15:32.6374+01","802","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0802"
True,"22.43","2025-11-07 00:15:32.6374+01","803","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0803"
True,"34.15","2025-06-16 00:15:32.6374+02","804","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0804"
True,"1950.45","2025-03-12 00:15:32.6374+01","805","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0805"
True,"148.42","2025-05-07 00:15:32.6374+02","806","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0806"
True,"99.22","2025-08-03 00:15:32.6374+02","807","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0807"
True,"113.13","2025-06-01 00:15:32.6374+02","808","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0808"
False,"44.17","2025-09-16 00:15:32.6374+02","809","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0809"
True,"1651.22","2025-01-10 00:15:32.6374+01","810","Headphones 1","High-quality premium smartphone with latest features.","SKU0810"
True,"145.57","2025-09-04 00:15:32.6374+02","811","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0811"
False,"217.81","2025-06-19 00:15:32.6374+02","812","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0812"
True,"70.31","2025-11-24 00:15:32.6374+01","813","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0813"
True,"16.95","2024-12-30 00:15:32.6374+01","814","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0814"
True,"570.03","2025-07-15 00:15:32.6374+02","815","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0815"
True,"34.88","2025-11-01 00:15:32.6374+01","816","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0816"
True,"464.99","2025-01-19 00:15:32.6374+01","817","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0817"
True,"28.93","2025-02-26 00:15:32.6374+01","818","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0818"
True,"28.96","2025-04-30 00:15:32.6374+02","819","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0819"
True,"919.76","2025-03-08 00:15:32.6374+01","820","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0820"
True,"20.54","2025-08-09 00:15:32.6374+02","821","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0821"
False,"231.78","2025-09-09 00:15:32.6374+02","822","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0822"
True,"17.41","2025-01-01 00:15:32.6374+01","823","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0823"
True,"49.06","2025-03-16 00:15:32.6374+01","824","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0824"
True,"1804.37","2025-09-18 00:15:32.6374+02","825","Laptop 6","High-quality premium smartphone with latest features.","SKU0825"
True,"100.41","2025-04-30 00:15:32.6374+02","826","Hoodie G1","Comfortable and stylish fashionable dress for any occasion.","SKU0826"
True,"292.29","2025-04-01 00:15:32.6374+02","827","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0827"
True,"28.63","2025-08-09 00:15:32.6374+02","828","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0828"
True,"15.18","2025-09-10 00:15:32.6374+02","829","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0829"
False,"196.92","2025-07-16 00:15:32.6374+02","830","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0830"
True,"43.18","2025-05-19 00:15:32.6374+02","831","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0831"
True,"268.46","2025-07-13 00:15:32.6374+02","832","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0832"
True,"119.40","2025-09-21 00:15:32.6374+02","833","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0833"
True,"46.96","2025-08-27 00:15:32.6374+02","834","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0834"
True,"1375.74","2025-08-15 00:15:32.6374+02","835","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0835"
True,"40.67","2025-03-16 00:15:32.6374+01","836","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0836"
True,"41.06","2025-07-04 00:15:32.6374+02","837","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0837"
True,"43.32","2025-01-02 00:15:32.6374+01","838","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0838"
True,"30.26","2025-05-24 00:15:32.6374+02","839","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0839"
True,"1083.05","2025-06-25 00:15:32.6374+02","840","Smartphone 1","High-quality premium smartphone with latest features.","SKU0840"
True,"192.18","2025-04-17 00:15:32.6374+02","841","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0841"
True,"436.42","2025-02-26 00:15:32.6374+01","842","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0842"
True,"224.90","2025-03-03 00:15:32.6374+01","843","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0843"
True,"18.91","2025-09-23 00:15:32.6374+02","844","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0844"
True,"464.15","2025-04-04 00:15:32.6374+02","845","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0845"
True,"129.01","2025-05-09 00:15:32.6374+02","846","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0846"
True,"346.54","2025-01-03 00:15:32.6374+01","847","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0847"
True,"205.18","2025-06-22 00:15:32.6374+02","848","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0848"
True,"10.22","2025-11-17 00:15:32.6374+01","849","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0849"
True,"1582.69","2025-02-12 00:15:32.6374+01","850","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0850"
True,"34.67","2025-01-14 00:15:32.6374+01","851","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0851"
True,"31.70","2025-02-27 00:15:32.6374+01","852","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0852"
True,"29.57","2025-07-23 00:15:32.6374+02","853","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0853"
True,"23.23","2025-02-02 00:15:32.6374+01","854","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0854"
False,"1799.62","2025-09-26 00:15:32.6374+02","855","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0855"
True,"48.28","2025-02-13 00:15:32.6374+01","856","Hoodie Q3","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0856"
True,"360.10","2025-12-14 00:15:32.6374+01","857","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0857"
True,"44.18","2025-03-25 00:15:32.6374+01","858","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0858"
True,"46.93","2025-03-14 00:15:32.6374+01","859","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0859"
True,"1980.52","2025-01-17 00:15:32.6374+01","860","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0860"
True,"168.73","2025-01-14 00:15:32.6374+01","861","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0861"
True,"120.48","2025-04-19 00:15:32.6374+02","862","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0862"
True,"80.26","2025-01-14 00:15:32.6374+01","863","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0863"
False,"43.76","2025-07-25 00:15:32.6374+02","864","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0864"
True,"404.19","2025-01-03 00:15:32.6374+01","865","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0865"
True,"183.77","2025-01-27 00:15:32.6374+01","866","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0866"
True,"217.37","2025-04-26 00:15:32.6374+02","867","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0867"
True,"133.77","2025-10-13 00:15:32.6374+02","868","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0868"
