"active","price","created_at","id","name","description","sku","categories","in_stock"
"True","134.59","2024-12-29 00:15:32.6374+01","591","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0591","Clothing","4"
"True","293.61","2025-05-11 00:15:32.6374+02","592","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0592","Home","34"
"True","163.81","2025-10-29 00:15:32.6374+01","593","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0593","Clothing;Sports","33"
"True","35.17","2025-02-28 00:15:32.6374+01","594","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0594","Books","49"
"True","1004.83","2025-02-12 00:15:32.6374+01","595","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0595","Electronics","38"
"True","62.13","2025-03-18 00:15:32.6374+01","596","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0596","Clothing","3"
"True","220.42","2024-12-31 00:15:32.6374+01","597","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0597","Home","38"
"True","96.46","2025-05-07 00:15:32.6374+02","598","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0598","Sports","49"
"False","13.68","2025-10-23 00:15:32.6374+02","599","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0599","Books","22"
"True","821.94","2025-10-22 00:15:32.6374+02","600","Smartphone 1","High-quality premium smartphone with latest features.","SKU0600","Electronics","33"
"True","42.97","2025-12-25 00:15:32.6374+01","601","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0601","Clothing","23"
"True","334.10","2025-11-12 00:15:32.6374+01","602","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0602","Home","41"
"True","203.87","2024-12-29 00:15:32.6374+01","603","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0603","Home","12"
"True","15.24","2025-02-21 00:15:32.6374+01","604","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0604","Books;Sports","15"
"True","740.46","2025-08-14 00:15:32.6374+02","605","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0605","Electronics","49"
"True","18.05","2025-11-21 00:15:32.6374+01","606","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0606","Clothing","7"
"True","193.05","2025-11-30 00:15:32.6374+01","607","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0607","Home","21"
"False","288.09","2025-02-06 00:15:32.6374+01","608","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0608","Sports","27"
"False","32.75","2025-03-12 00:15:32.6374+01","609","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0609","Books","340"
"True","1841.33","2025-05-07 00:15:32.6374+02","610","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0610","Electronics","40"
"True","109.92","2025-09-20 00:15:32.6374+02","611","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0611","Clothing","64"
"True","211.34","2025-12-23 00:15:32.6374+01","612","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0612","Home","26"
"True","26.38","2025-02-04 00:15:32.6374+01","613","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0613","Clothing;Sports","39"
"True","25.10","2025-01-03 00:15:32.6374+01","614","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0614","Books","314"
"True","1183.48","2025-04-30 00:15:32.6374+02","615","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0615","Electronics;Sports","48"
"True","155.67","2025-06-30 00:15:32.6374+02","616","Hoodie Q1","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0616","Clothing","24"
"True","332.48","2025-08-17 00:15:32.6374+02","617","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0617","Home","40"
"True","193.44","2025-02-06 00:15:32.6374+01","618","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0618","Sports","44"
"True","12.34","2025-08-03 00:15:32.6374+02","619","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0619","Books;Sports","46"
"True","1157.23","2025-11-30 00:15:32.6374+01","620","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0620","Electronics","34"
"True","192.17","2025-06-29 00:15:32.6374+02","621","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0621","Clothing","117"
"True","24.01","2025-08-09 00:15:32.6374+02","622","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0622","Home","29"
"True","190.29","2025-07-18 00:15:32.6374+02","623","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0623","Home","31"
"True","42.73","2025-04-09 00:15:32.6374+02","624","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0624","Books","37"
"False","1246.48","2025-07-30 00:15:32.6374+02","625","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0625","Electronics","24"
"True","135.13","2025-03-17 00:15:32.6374+01","626","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0626","Clothing","245"
"True","340.91","2025-05-15 00:15:32.6374+02","627","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0627","Home","198"
"True","81.47","2025-12-18 00:15:32.6374+01","628","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0628","Sports","141"
"True","11.45","2025-10-31 00:15:32.6374+01","629","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0629","Books","22"
"True","1124.58","2025-08-16 00:15:32.6374+02","630","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0630","Electronics","36"
"True","142.68","2025-05-31 00:15:32.6374+02","631","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0631","Clothing","31"
"True","54.36","2025-09-20 00:15:32.6374+02","632","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0632","Home","190"
"True","109.63","2025-07-26 00:15:32.6374+02","633","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0633","Clothing;Sports","31"
"True","16.72","2025-05-31 00:15:32.6374+02","634","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0634","Books;Sports","48"
"True","546.39","2025-01-06 00:15:32.6374+01","635","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0635","Electronics","23"
"True","65.52","2025-07-06 00:15:32.6374+02","636","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0636","Clothing","14"
"True","296.26","2025-01-02 00:15:32.6374+01","637","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0637","Home","32"
"True","29.35","2025-08-21 00:15:32.6374+02","638","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0638","Sports","48"
"True","46.64","2025-06-20 00:15:32.6374+02","639","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0639","Books","6"
"True","315.06","2025-04-04 00:15:32.6374+02","640","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0640","Electronics","191"
"False","72.07","2025-03-10 00:15:32.6374+01","641","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0641","Clothing","32"
"True","143.64","2025-07-27 00:15:32.6374+02","642","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0642","Home","275"
"True","161.63","2025-05-25 00:15:32.6374+02","643","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0643","Home","41"
"True","11.31","2025-02-10 00:15:32.6374+01","644","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0644","Books","34"
"True","1553.77","2025-12-02 00:15:32.6374+01","645","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0645","Electronics","4"
"True","111.88","2025-05-30 00:15:32.6374+02","646","Hoodie G3","Comfortable and stylish fashionable dress for any occasion.","SKU0646","Clothing","441"
"True","287.40","2025-11-09 00:15:32.6374+01","647","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0647","Home","198"
"False","149.87","2025-06-06 00:15:32.6374+02","648","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0648","Sports","27"
"True","29.53","2025-08-14 00:15:32.6374+02","649","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0649","Books;Sports","27"
"True","1887.69","2025-02-01 00:15:32.6374+01","650","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0650","Electronics","20"
"True","32.69","2025-11-19 00:15:32.6374+01","651","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0651","Clothing","45"
"False","189.32","2025-03-04 00:15:32.6374+01","652","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0652","Home","35"
"True","64.14","2025-02-08 00:15:32.6374+01","653","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0653","Clothing;Sports","39"
"True","39.75","2025-10-27 00:15:32.6374+01","654","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0654","Books","32"
"True","832.79","2025-11-14 00:15:32.6374+01","655","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0655","Electronics;Sports","40"
"True","37.52","2024-12-31 00:15:32.6374+01","656","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0656","Clothing","16"
"False","364.87","2025-09-20 00:15:32.6374+02","657","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0657","Home","0"
"True","81.78","2025-06-15 00:15:32.6374+02","658","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0658","Sports","36"
"True","31.64","2025-12-18 00:15:32.6374+01","659","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0659","Books","15"
"True","557.85","2025-05-31 00:15:32.6374+02","660","Tablet 1","High-quality premium smartphone with latest features.","SKU0660","Electronics","41"
"True","37.32","2025-10-02 00:15:32.6374+02","661","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0661","Clothing","47"
"True","463.93","2025-12-26 00:15:32.6374+01","662","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0662","Home","9"
"True","282.94","2025-02-07 00:15:32.6374+01","663","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0663","Home","34"
"True","21.51","2025-10-21 00:15:32.6374+02","664","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0664","Books;Sports","145"
"True","1356.33","2025-03-08 00:15:32.6374+01","665","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0665","Electronics","2"
"True","121.80","2025-11-14 00:15:32.6374+01","666","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0666","Clothing","4"
"True","412.27","2025-02-16 00:15:32.6374+01","667","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0667","Home","47"
"True","291.86","2025-07-28 00:15:32.6374+02","668","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0668","Sports","29"
"True","24.48","2025-08-05 00:15:32.6374+02","669","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0669","Books","168"
"True","1124.69","2025-06-13 00:15:32.6374+02","670","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0670","Electronics","45"
"False","19.83","2025-06-10 00:15:32.6374+02","671","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0671","Clothing","176"
"True","434.43","2025-01-24 00:15:32.6374+01","672","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0672","Home","316"
"True","55.62","2025-11-09 00:15:32.6374+01","673","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0673","Clothing;Sports","318"
"True","26.54","2025-09-18 00:15:32.6374+02","674","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0674","Books","1"
"True","211.56","2025-12-08 00:15:32.6374+01","675","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0675","Electronics","15"
"True","65.39","2025-05-22 00:15:32.6374+02","676","Hoodie Q5","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0676","Clothing","125"
"True","171.79","2025-09-27 00:15:32.6374+02","677","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0677","Home","310"
"True","243.24","2025-03-28 00:15:32.6374+01","678","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0678","Sports","172"
"True","16.15","2025-09-01 00:15:32.6374+02","679","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0679","Books;Sports","3"
"True","1567.79","2025-01-25 00:15:32.6374+01","680","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0680","Electronics","0"
"True","159.99","2025-11-03 00:15:32.6374+01","681","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0681","Clothing","29"
"True","488.36","2025-06-28 00:15:32.6374+02","682","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0682","Home","158"
"True","89.07","2025-12-14 00:15:32.6374+01","683","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0683","Home","11"
"True","25.88","2025-12-08 00:15:32.6374+01","684","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0684","Books","19"
"True","192.66","2025-07-15 00:15:32.6374+02","685","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0685","Electronics","22"
"True","76.10","2025-01-08 00:15:32.6374+01","686","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0686","Clothing","334"
"True","389.03","2025-01-29 00:15:32.6374+01","687","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0687","Home","46"
"True","277.66","2025-12-03 00:15:32.6374+01","688","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0688","Sports","35"
"True","14.83","2025-09-27 00:15:32.6374+02","689","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0689","Books","303"
"True","1892.86","2025-02-04 00:15:32.6374+01","690","Headphones 1","High-quality premium smartphone with latest features.","SKU0690","Electronics","24"
"True","190.96","2025-10-17 00:15:32.6374+02","691","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0691","Clothing","77"
"True","114.20","2025-10-07 00:15:32.6374+02","692","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0692","Home","21"
"True","51.21","2025-07-27 00:15:32.6374+02","693","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0693","Clothing;Sports","4"
"True","24.69","2025-08-23 00:15:32.6374+02","694","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0694","Books;Sports","239"
"True","445.72","2025-10-27 00:15:32.6374+01","695","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0695","Electronics;Sports","38"
"True","146.30","2025-07-29 00:15:32.6374+02","696","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0696","Clothing","6"
"True","263.73","2025-11-10 00:15:32.6374+01","697","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0697","Home","4"
"True","31.36","2025-08-24 00:15:32.6374+02","698","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0698","Sports","197"
"True","35.48","2025-09-06 00:15:32.6374+02","699","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0699","Books","15"
"True","1710.01","2025-06-08 00:15:32.6374+02","700","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0700","Electronics","1"
"True","149.18","2025-05-26 00:15:32.6374+02","701","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0701","Clothing","35"
"True","288.70","2025-12-25 00:15:32.6374+01","702","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0702","Home","78"
"True","75.88","2025-07-08 00:15:32.6374+02","703","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0703","Home","25"
"True","9.10","2025-06-17 00:15:32.6374+02","704","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0704","Books","4"
"True","658.44","2025-03-01 00:15:32.6374+01","705","Laptop 6","High-quality premium smartphone with latest features.","SKU0705","Electronics","266"
"True","44.29","2025-05-09 00:15:32.6374+02","706","Hoodie G7","Comfortable and stylish fashionable dress for any occasion.","SKU0706","Clothing","5"
"True","112.69","2025-09-02 00:15:32.6374+02","707","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0707","Home","32"
"True","34.16","2025-05-03 00:15:32.6374+02","708","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0708","Sports","136"
"True","34.92","2025-05-21 00:15:32.6374+02","709","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0709","Books;Sports","15"
"True","554.53","2025-01-25 00:15:32.6374+01","710","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0710","Electronics","30"
"True","116.86","2025-11-30 00:15:32.6374+01","711","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0711","Clothing","7"
"True","333.24","2025-05-22 00:15:32.6374+02","712","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0712","Home","36"
"True","214.06","2025-04-21 00:15:32.6374+02","713","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0713","Clothing;Sports","9"
"False","29.01","2025-04-21 00:15:32.6374+02","714","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0714","Books","33"
"True","904.48","2025-04-23 00:15:32.6374+02","715","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0715","Electronics","176"
"True","76.13","2025-04-01 00:15:32.6374+02","716","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0716","Clothing","354"
"True","306.50","2025-12-10 00:15:32.6374+01","717","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0717","Home","31"
"False","42.36","2025-08-11 00:15:32.6374+02","718","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0718","Sports","69"
"True","20.37","2025-09-07 00:15:32.6374+02","719","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0719","Books","68"
"True","1408.65","2025-03-12 00:15:32.6374+01","720","Smartphone 1","High-quality premium smartphone with latest features.","SKU0720","Electronics","133"
"True","149.03","2025-12-10 00:15:32.6374+01","721","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0721","Clothing","40"
"True","413.19","2025-04-20 00:15:32.6374+02","722","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0722","Home","9"
"True","217.05","2025-02-11 00:15:32.6374+01","723","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0723","Home","22"
"True","24.60","2025-09-29 00:15:32.6374+02","724","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0724","Books;Sports","10"
"True","403.47","2025-12-22 00:15:32.6374+01","725","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0725","Electronics","104"
"True","32.30","2025-04-16 00:15:32.6374+02","726","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0726","Clothing","49"
"True","141.46","2025-03-23 00:15:32.6374+01","727","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0727","Home","20"
"True","69.90","2025-09-21 00:15:32.6374+02","728","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0728","Sports","15"
"True","44.15","2025-03-19 00:15:32.6374+01","729","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0729","Books","55"
"True","1286.49","2025-10-24 00:15:32.6374+02","730","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0730","Electronics","30"
"False","161.91","2025-05-11 00:15:32.6374+02","731","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0731","Clothing","43"
"True","315.29","2025-01-21 00:15:32.6374+01","732","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0732","Home","41"
"True","76.32","2025-03-07 00:15:32.6374+01","733","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0733","Clothing;Sports","9"
"True","25.75","2025-08-13 00:15:32.6374+02","734","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0734","Books","39"
"True","997.86","2025-03-26 00:15:32.6374+01","735","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0735","Electronics;Sports","11"
"True","113.01","2025-01-17 00:15:32.6374+01","736","Hoodie Q2","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0736","Clothing","12"
"True","345.30","2025-04-08 00:15:32.6374+02","737","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0737","Home","35"
"True","277.60","2025-10-16 00:15:32.6374+02","738","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0738","Sports","21"
"True","25.28","2025-08-15 00:15:32.6374+02","739","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0739","Books;Sports","41"
"True","606.33","2025-10-13 00:15:32.6374+02","740","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0740","Electronics","35"
"True","163.90","2025-05-06 00:15:32.6374+02","741","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0741","Clothing","28"
"True","227.06","2025-05-16 00:15:32.6374+02","742","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0742","Home","46"
"True","297.57","2025-01-03 00:15:32.6374+01","743","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0743","Home","186"
"True","45.06","2025-12-09 00:15:32.6374+01","744","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0744","Books","10"
"True","844.26","2025-04-03 00:15:32.6374+02","745","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0745","Electronics","27"
"True","59.34","2025-11-26 00:15:32.6374+01","746","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0746","Clothing","22"
"True","482.31","2025-10-20 00:15:32.6374+02","747","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0747","Home","322"
"True","181.65","2025-09-09 00:15:32.6374+02","748","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0748","Sports","3"
"True","28.61","2025-07-16 00:15:32.6374+02","749","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0749","Books","39"
"True","169.19","2025-07-25 00:15:32.6374+02","750","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0750","Electronics","59"
"True","49.50","2025-09-19 00:15:32.6374+02","751","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0751","Clothing","230"
"True","33.10","2025-03-13 00:15:32.6374+01","752","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0752","Home","34"
"True","105.09","2025-01-23 00:15:32.6374+01","753","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0753","Clothing;Sports","2"
"True","40.58","2025-10-05 00:15:32.6374+02","754","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0754","Books;Sports","39"
"True","753.31","2025-11-29 00:15:32.6374+01","755","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0755","Electronics","33"
"True","197.18","2025-02-26 00:15:32.6374+01","756","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0756","Clothing","30"
"True","335.51","2025-09-06 00:15:32.6374+02","757","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0757","Home","21"
"True","87.83","2025-12-18 00:15:32.6374+01","758","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0758","Sports","102"
"True","32.53","2025-11-29 00:15:32.6374+01","759","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0759","Books","32"
"True","1113.87","2025-02-08 00:15:32.6374+01","760","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0760","Electronics","21"
"True","71.31","2025-09-24 00:15:32.6374+02","761","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0761","Clothing","27"
"True","337.58","2025-03-17 00:15:32.6374+01","762","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0762","Home","42"
"True","294.61","2025-04-04 00:15:32.6374+02","763","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0763","Home","84"
"True","23.19","2025-04-11 00:15:32.6374+02","764","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0764","Books","445"
"True","1140.87","2025-01-20 00:15:32.6374+01","765","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0765","Electronics","40"
"True","183.80","2025-03-14 00:15:32.6374+01","766","Hoodie G4","Comfortable and stylish fashionable dress for any occasion.","SKU0766","Clothing","17"
"True","268.80","2025-08-03 00:15:32.6374+02","767","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0767","Home","8"
"True","181.30","2025-10-30 00:15:32.6374+01","768","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0768","Sports","40"
"True","26.96","2025-02-07 00:15:32.6374+01","769","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0769","Books;Sports","9"
"True","345.89","2025-11-28 00:15:32.6374+01","770","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0770","Electronics","9"
"True","121.61","2025-02-13 00:15:32.6374+01","771","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0771","Clothing","12"
"True","329.51","2025-04-16 00:15:32.6374+02","772","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0772","Home","37"
"True","265.18","2025-04-10 00:15:32.6374+02","773","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0773","Clothing;Sports","1"
"True","45.04","2025-10-28 00:15:32.6374+01","774","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0774","Books","32"
"True","850.57","2025-11-13 00:15:32.6374+01","775","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0775","Electronics;Sports","65"
"True","177.00","2025-08-10 00:15:32.6374+02","776","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0776","Clothing","49"
"True","153.44","2025-11-10 00:15:32.6374+01","777","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0777","Home","26"
"True","17.65","2025-01-31 00:15:32.6374+01","778","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0778","Sports","36"
"True","44.78","2025-05-20 00:15:32.6374+02","779","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0779","Books","193"
"True","1183.38","2025-09-29 00:15:32.6374+02","780","Tablet 1","High-quality premium smartphone with latest features.","SKU0780","Electronics","24"
"True","198.18","2025-12-01 00:15:32.6374+01","781","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0781","Clothing","19"
"True","263.59","2025-10-25 00:15:32.6374+02","782","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0782","Home","8"
"True","274.85","2025-09-03 00:15:32.6374+02","783","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0783","Home","59"
"True","44.93","2025-12-21 00:15:32.6374+01","784","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0784","Books;Sports","6"
"True","1695.69","2025-02-19 00:15:32.6374+01","785","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0785","Electronics","120"
"True","173.60","2025-05-21 00:15:32.6374+02","786","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0786","Clothing","49"
"True","50.30","2025-06-23 00:15:32.6374+02","787","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0787","Home","12"
